,내용,별점
90,핸드폰 사면서 사은품으로 받았는데 가족들에게 주려고 구매했어요 가방속에 전화기 넣어두면 가끔 못 받는데 손목 진동으로 알려줘서 좋구여 만보기 수면상태 심박수하루 일과등 모두 체크되니  가성비 갑인 제품입니다 한번 충전하면 일정도 사용 가능합니다 가볍고 생활방수되고 스타일 좋아요,5
91,좋아요 선물용으로 구매했어요에이에스 안되도 워낙 샤오미는 가격이 싸니 고장나면 새로 산다 생각하고병행수입으로 구매그래도 인터넷 검색해보니 최저가라서 구매했습니다 벌써 몇번째 선물인지주변에 아는 사람들 선물로 많이 주었어요,5
92,만만만족합니다 만족합니다 개 주문했는데 한개 덜왔는데 나머지 하나도 바로 해주니 시간 안에 받게되어 너무나 좋습니다 빠른 제품에 하자는 없구요 워낙좋습니다 제가쓰고 아내와 장인어른 장모님꺼 이렇게 개 구입하였는데 다 만족하십니다 만보기와 시계와 수면체크가 가장큰 좋은점 같습니다,5
93,알리 익스프레스에서 불 주고 삿었는데   엘이디가 나가서 어쩌나 시간이며 하나도 안보였어요 년정도 잘 쓰긴 했지만 아깝다하던 차에 국내에서 더 저렴하게 팔다니요 여전히 알리익스프레스에서는 불 정도 하는거 같은데  이 가격에 에이에스까지 가능하다니 안 살 수가 없겠죠  미밴드 사고 킬로 이상 감량했어요 목표가 생겨서 자꾸 살 빼게 하는 요상한 기기입니다,5
94,잘 샀네요 미밴드를 첨 써보는 건데 무게도 가볍고 가격에 비해 신통방통한 기능이 많아서 마음에 쏙 듭니다저는 핸드폰도 샤오미폰을 쓰고 있어서 미피트 앱 다운받고 따로 아이디 만들 필요가 없어서 더 편했고요충전 한번 하면 오래가고 전화온 것뿐 아니라 카톡이나 다른 앱들 메시지 온 것들 다 알려주고 너무 많이 울리는 앱 귀찮으면 개별로 정지시킬 수 있어서 편리하네요미밴드 덕분에 요즘 걷기운동을 더 많이 하게 되는 것 같습니다 대만족,5
95,이제는 믿고 쓰는 샤오미입니다스마트 밴드중 디자인 가격 기능 어디에서도 최고가 아닌가 싶습니다두번째 구매인데 첫번째 샀을때부터 너무 맘에들고주변인에게도 추천하여 주변인 열명 정도가 미밴드를 구매 했었습니다 다들 가격 디자인 기능 모든 방면에서 만족한다고 합니다신제품이 나올때도 구매할 의향이 있습니다,5
96,좋아요 만족합니다 갤럭시에서 아이폰으로 기변하면서 기존에 쓰던 스마트워치를 못쓰게 되서 구입했는데요 알림도 꼭 올것만 오고 좋네요 애기가 옆에서 자서 알람소리땜에 스트레스였는데 팔목에서 울려주니 것도 좋구요 수면 트래킹이라던지 꼭 필요한건 다 있어서 좋아요 가 나오긴 했는데 가성비로는 가 좋긴 하네요,5
97,지인 추천받아서 구매했는데 가성비 이렇게 좋은지 모르고 여태 왜 몰랐나 싶어요 일반 시계약 갈아끼우는 것도 지쳐서 시계는 포기했는데 미밴드는 시계만보기수면패턴 기능까지 가성비 갑입니다 샤워할때 착용해도 문제없어요 수영할때도 사용해봐야겠어요,5
98,전 다른 기능보다는 시계로 쓰려고샀어요 등산다닐때 쓸 시계가없어서 봐온지 한참됐는데 마땅한게 없더라구요 이가격이면 다른기능없이 시계로만 써도 만족입니다 가볍고 씸플한 디자인에 손목을 들어올리면 켜지는 기능도 좋네요 손목에 채울때 좀 불편해서 별하나뺐어요,5
99,애플의 어떤 제품이나 삼성의 어떤제품다양한 기능 이쁜디자인등이 눈에 띄지만사용이 간단하고 디자인이 심플하고 기능이 다양하지는 않지만 필요한 기능들만 있음에도 부담스럽지 않은 가격완충한번으로 길게는 일주일가량 사용이 가능하며 무게도 가벼워 편리합니다원래 손목시계파였지만 이 제품을 구매하고 사용해본뒤 하루에 얼마나 걷는지도 알게되었고다양한 어플리케이션들과 연동되어 스마트폰을 가지고있다면 매우 좋은 주변기기라고 생각합니다,5
100,싸게 파는줄 알앗더니 이제 상품평 쓰려고 보니 택비를 하나에 원씩 추가해서 받으셧더라구요 두개 삿눈데 두개 한번에 보내고 택비는 원받아가시네요  그럴거면 더싼데 잇는데 딜뜬것처럼 일단은 다 뜯어재껴서 그냥 참 짱남,5
101,차 산업 혁명 차 산업 혁명이 별거 입니까  첨단 디지털 제품 값싸게 살 수 있으면 그게 혁명이지요 이건 차 산업혁명의 결정판입니다 고작 만원 짜리가 심박수 칼로리 수면시간에다가  심지어 카톡 오면 카톡 그래픽까지 띄워줍니다중국말  이건 혁명입니다 개 사세요  만원이면 둘이 밥값도 안됩니다 꼭 사세요,5
102,죽기전엔 꼭 써봐야될 획기적인 제품 이건 진짜 써봐야되요 이정도 가격에 제대로된 제품구성 내구성짱 가성비갑 현실성최고 이런 제품 어디가도 없습니다 처음엔 불편할수있더라도 계속 착용하고 사용하다보면 미밴드의 매력에 빠져들게 될거에요 다들 스마트밴드 뭐 사실지 고민하시지마시고 이 가격에 이 제품 샤오미 미밴드 구매하세요저도 이 제품 구매하고 쓰고있는데 기능도 다양하고 편리해요 무엇보다 가성비가 좋고 현실성이 좋아요,5
103, 빠르고 포장도 잘 되어서 왔어요 제품은 그냥 시계보고 걸음수 보고 운동할때 심박수 체크하고 딱 기본적인 기능에 충실해서 좋았고 전화 문자 카톡 유튜브 알림을 알려주니까 핸드폰에서 다른 진동이 있어도 신경안쓰고 있어요 다만 미밴드에 알림이 한번 부르르하고 끝나서 잽싸게 화면을 보지 않는다면 어떤 알림인지 알 길이 없다는 단점이 있지만 만원짜리니까 만족하고 씁니다아 ,5
104,제품 잘 받았습니다샤오미 처음 써보았는데 저렴한 제품인데 포장 깔끔하고 꼼꼼하네요또한 박스안에도 고급스럽진 않지만 실용적으로 구성되어 있습니다기본에 충실한 느낌  중국제품이 갈수록 성장 할것 같네요 지금도 성장했지만,5
105,가격 괜찮은거 같아서 별 생각없이 구매했는데 시계 만보기 심박수 수면체크 전화알림 기능 너무 좋아요액정필름이 없어서 어쩌나 했는데 없어도 별로 신경 안쓰이게 잘 사용중입니다 충전도 잘되고 매일매일 하고 다녀요사길 정말 잘한거같아요,5
106,초등학생들이 시계로 쓰기에 정말 좋아요 시계는 떨어뜨리면 초침이 고장도 잘나고 유리도 깨지고 해서 사용하는데 불편했는데 샤오미 밴드는 고장도 안나고 방수도 잘되어서 아이들이 쓰기에 너무 좋네요 팔찌처럼 생겨서 신기해 하기도 하고 고무 밴드라 편해요 둘째가 먼저 써보고 좋아서 셋째도 하나 사 주었더니 너무 좋아해요 아이들한테 완전 강추입니다,5
107,얼마 안하는데 왜 이걸 안사고 있었을까요한번 충전했는데 엄청 오랫동안 사용 잘하고 있습니다잘때도 착용했었는데 처음엔 새 물건 뽕에 차서 별 불편함 없이 차고 잤는데요즘은 조금 거슬려서 푸르고 잡니다확실히 수면 패턴 체크해주니까 좋긴해요 잘때만을 위해 발목용도 나오면 더 좋겠습니다,5
108,워낙 잘자는지라 수면에 대해서는 신경쓰지 않았는데만보기 기능은 당근이고수면의 질을 분석해줘서 잠자는 습관을 바꾸려고 노력중입니다그리고 스마트폰이 큼직하니 계속 들고 움직이기 불편한데전화와 문자 알림 기능까지 있어서 좋아요앱 알림은 이불러 설정하지 않았어요머랄까 급한거만 유용하게끔해서 사용합니다,5
109,벌써 번째 구매 처음엔 제가 사용하려고그 다음엔 동생 이번엔 어머니께서 쓰신다고 하셔서 번째 샀습니다그 사이에 가격도 많이 저렴해지고재고도 넉넉해졌는지 도 빨라져서 좋네요합리적이 가격에 필요한 기능들만 딱미밴드 추천합니다,5
110,적극추천 미밴드 가 나오기는 했지만아직 펌업데이트가 되지않아 중국말밖에 나오지않는다고 하여일단 미밴드로 구매결정예전 보다 훨씬 시인성이 좋아사용하기 편합니다 샤워정도는 그냥 착용하고 하셔도 될듯합니다무난깔끔매일 얼마나 걸었는지계속 확인하게 되네요 업데이트로 카톡온것도 진동으로 확인가능합니다,5
111,미밴드 구매하고 좋아서 부인하나 더 사줬네요일단 미밴드 사고는 싶은데고무 재질의 스트립이 코디할때 걸림돌이 된다면스트립을 다른 걸로 사거 끼우는 것도 방법운동할땐 고무 외출할땐 스틸코디때문에 살까말까 하시는 분들 스트립 하나만 더 구매히면 해결되니만보계박동수 수면패턴 등 다양한 정보를 저렴함 가격에 제공받으니꼭 꼭 하나 장만하시는게회사에서 시간 이상 앉아있음 알림도 주고무엇보다 젤 좋은건 중요한 전화 잊지 않고 받을 수 있으니 너무 좋네요많이 구매들 하세요,5
112,  진짜 빠르고요 이가격에 이정도면 진짜 신나게 운동가능할듯 샤오미 제품 처음 접하는데 가격대비 정말 괜찮아요 이미 체중계가 있는데도 체중계까지 한꺼번에 사고 싶은 마음 받자마자 충전해서 헬스장 트레드밀이랑 바깥에 걷고왔는데 좋은듯근데 걸음 측정은 조금 오바되서 나오는 경향이 있는듯 하지만 저는 일정한 심박수를 확인하면서 걷고 뛰기 위해 산거라서 걸음수는 그렇게 중요하지 않아요  대단히 좋습니다    ,5
113,만보기 알아보던중 시계도 되고 만보기도 되고 심박동수도 되는 미밴드를 알게되서 구매하게 됐고요 이거 수면 측정은 정확한건지 의심스럽긴 해요 시간을 잤는데 깊은잠이 분이라니 그리고 만보기도 마트에서 카트에 손 올리고 걷는것도 카운트가 안돼요 마트에 한시간 반을 넘게 있었는데 보도 카운트가 안되는건 인식이 안되는거겠쥬,5
114,벌써 번째 구매입니다 잘 쓸께요 가성비 최고 샤오미 밴드 입니다 가 나왔지만 아직 가격도 그렇고 한글펌웨어도 그렇고 아직까진 가 낫네요 가족이 다 쓰고 있어요 아이가 하나 분실해서 하나 더 구매 합니다  잘쓸께요,5
115,적극 추천합니다 상품주문번호                                                               스마트스토어 everlabs                              샤오미 미밴드 XMSHHM 국내 대리점 정식 정품샤오미 정식 정품 미밴드 미밴드병행수입 국내 as불가 옵션정보 노출하지 않음,5
116,커플시계로 사용중 디자인이 심플하고 예쁘며기본적으로 손목에 계속 착용하고 있으면 불편하고 신경쓰일텐데 별로 그런 느낌이 없어요만보기로 움직이기 싫어하는 신랑과 함께 당신은 고작 보밖에 안 걸었네라고 서로 군살 트집을 잡으며 운동도 하고 수면시간도 체크가능 하다보니뭔가 생활패턴을 좀 더 좋은방향으로 관리하게 해주네요가격도 저렴하구요긴가민가 쓸모없는것에 돈쓸까봐 염려했는데구매하기 잘했다는 생각저흰 요놈을 회사갈때도 마트갈때도 산책갈때도 착용하고 걸음수를 체크합니다,5
117,처음엔 제품이 안들어있는줄 알았는데 포장을 너무 잘해주셔서 제가 못찾았던거네요 스트렙에 필름 포함에서 여기가 제일 싼듯합니다 필름도 크다는 말이있었는데 딱 맞아요 접착력도 엄청좋구요 버블 하나도 안생겼어요 스트렙 검정도 괜찮지만 다른색상으로도 추천드립니다 다만 이 일걸린부분에서 조금 아쉽지만 그만큼 좋은 제품 받았으니 만족합니다 많이 파세요,5
118,정말 말 그대로 오에요워킹맘인 저에게 시간을 선물하고 청소노동에서 해방을 시켜주고 아이들에게는 청결한 집을완전 대 만족입니다 물걸레도 큰 기대 안했는데집이 완전 반짝반짝  그래서 부모님에게도 선물해 드렸더니 진짜 좋아 하시더라구요많이 많이 파세요여러가지로 감사드려용,5
119,가격도 중국에서 직구하는것보다 더 저렴하게 구매했구요게다가 국내 유통하는 여우미 제품이라 불량여부나 AS걱정도 없습니다만보기 심박수 운동량체크 수면체크 등으로 라이트하게 운동량을 체크하는데 아주 유용합니다배터리도 오래가기 때문에 자주 충천할 필요 없구요스마트폰과는 중간중간 한번씩 동기화하면 됩니다스트랩은 하나뿐이지만 다른곳에서 저렴하게 살 수 있으니 기분에 따라 바꿔낄 수 있구요결론은 이 가격에 아주 잘샀습니다,5
120,사용해보니 너무 좋아서  딸꺼 하나 사주고이번엔 직장 동료들에게 좋으니까 한번 써보라고 적극추천해서 개 구매 했는데요다들 기계치라 개다 등록해줬네요예전에 제가 살때 한글설명서가 없어서 고생했는데한글설명서 보고 쉽게 등록해줬습니다나날이 번창하세요,5
121,재구매 했습니다 빠른도 좋고 여러모로 아주 유용하게 사용하고 있어요잘 사용하고 있는것을 보고 주변에서 구매 해 달라하여 재구매 했습니다아침에 일어나면 수면정보 보는거그리고 폰이 진동으로 되어 있어도폰이 조금 떨어져 있어도 바로 받을 수가 있으니 아주 좋습니다,5
122,요즘 어른들도 밴드나 스마트 워치 많이들 사용하시더라고요일단 가볍고 심플하게 밴드 먼저 사용해 보시고 마음에 드시면나중에 스마트 워치로 바꿔 드리려고 겸사 부모님께 선물해드렸어요가볍고 시계도 되고 건강 정보 체크도 되니 좋다고 무척 좋아하시네요,5
123,외부에서 하는 일이 많다 보니 주머니에 있는 핸드폰의 울림을 못 알아 차릴 때가 있었습니다 그런데 이제는 놓칠 수가 없네요 완전 좋아요 전화 문자 카톡 텔레그램 딱 이거 개만 알림 해 놨더니 연락에 충실한 사람이 되었습니다  그리고 수면리듬까지 완전 좋네요 저렴한 가격에 좋은 물건 사용합니다 많이 파세요,5
124, 기본 자 이상 작성시 P 즉시지급 이미지 등록시 P 즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요도 빨랐고 제품도 좋네요 처음에 알람 켜기 어케하는지 몰라서 헤매다가 mi핏 을 활성화 해야 알람이 켜진다는거 알고 여튼 잘쓰겠습니다 일하다보니 폰 무음해놔서 전화와도 항상 못받는데 이거잇으면 부재중 올일은 없겠네요,5
125,미밴드 쓰다보니 시간을 볼 수 없다는 단점이 제겐 너무 크게 다가와서 가격도 다운됐겠다 이때다 싶어 질렀지요 일단 시간 볼 수 있다는 점 젤 맘에 들구요도 시키자마자 바로 담날에 도착해서 행복하구요다만 액정만 딸랑 온건 좀 아쉽네요 적어도 먼지 닦아낼 스티커라도 있었음 좋았을텐뎀쨌든 만족합니다 가성비하면 미밴드죠 스마트워치 살만한 아이 나올 때까진 꾸준히 쓰렵니다,5
126,적극추천합니다제가 써보고 만족해서친구 사줬어요 너무 좋아하네요같이 운동하면서 서로 얼마나 걸었나 확인해보고 경쟁하네요 앉아있으면 운동하라고 진동으로 알려주고전화오면 손목에서 징 울려주니못받는 전화가 없어요 남친에게도 선물햇는데 전화 다 받을 수 있어 놓치는게 없어 너무 좋아해요또 축구할때도 가벼워서 착용하는데요 시간확인도 되고 심박수체크하고 휴식도 하고 여튼 만능 아이 적극 추천드립니다 현대인 필수품이네요,5
127,너무 좋음 캐 좋음 가볍고 부담 없이 차고다닐 수 있고 수면관리에 만보기까지매일 얼마나 걸었는지 확인 가능하고 간편하게 시간 확인할 수 있고어제는 잘 잤는지 수면체크 할 수 있고요 특히 수면관리하면서 깊은 잠이 조금씩 길어지고 있는 걸 확인하는 것도 참 좋음,5
128,                            ,5
129,기본기능 충실 합니다 이 가격에 큰 기대하지 않았는데  착용감 좋고 알람 진동도 좋은편이다 열심히 일할때에는 진동을 못 느끼는 일이 있다그것 빼고는 알람 놓친적 업슴한가지 아쉬운건 메세지확인 및 전화번호 확인이안됨 그건 가격이 저렴하니 용서가됨,5
130,일주일 정도 써봤는데요 발목에 착용한것 처럼 보일까봐 손과 함께 페어링도 잘되고 수면체크와 운동할때 참 유용하게 쓰고 있어요 카톡 알람같은 경우 개 중 개 정도는 놓치는거 같더라구요 불편함을 느낄 수준은 아니구요 액정필름과 같이 구매 했는데요 장 들어 있더라구요 어려운건 아니었는데 어디부분이 붙여지는지 몰라서 한장은 사명을 다하지 못하고 보내드렸고다행히 한장 더 있어서무튼 만족합니다,5
131,미밴드부터 미밴드까지사용한지 년이 넘었네요무겁지 않아 운동할때 좋구또 한드폰 무음일때 알림이와서 확인하기 좋고 편합니다수심미터까지 방수 되구요무엇보다도 회충전으로 오랜시간 사용 할 수 있다는 것이 장점전화 알람 카톡 페북 문자 알림사용해도 일은 거뜬하네요주위사람들이 좋다고 개구입합니다,5
132,시간볼때 모션인식이 있어서 좋아요 단 느립니다 한박자 늦게 뜨고카톡오거나 메세지오는걸 알려줘서 좋은데 진동이있고 좀있다 바로없어져서 조금만 늦게 보면 뭐가 온건지 폰을 확인해야 알수있다는게 조금 단점이네요전화오는것도 알려줘서 좋은데 무슨전환지는 표시가 안되서 그것또한 조금 아쉽고요그래도 가격대비 만족도는 아주 높은편입니다,5
133,기술이 참 좋기는 좋네요 작고 가벼우면서도 적은 시간 충전으로 오래 쓸 수 있는점이 좋습니다 기능도 필요한 것 다 들어가 있구요 블루투스도 잘 잡혀서 어플 설치해서 연동해서 사용중입니다 뭔가 여기서 더 기능이 더 추가되고 이래서 스마트 워치도 되고 하면 좋겠지만 일단 운동용으로 심박수랑 걸음걸이 측정하는 용도로 사용해 보려고 합니다 다만 여성용으로도 나왔으면 좋겠네요 손목이 얇은 여성분들은 조금 크다는 느낌이 들수도 있을거같습니다 그거외에는 다 좋네요 ,5
134,어머니 휴대폰 잠시 교체용으로 사드렸는데 새거 아니냐고너무 좋아하시네요제가 봐도 거의 새거 같고 액정도 이상없어요강화유리에 케이스  이어폰 충전기 까지 같이 와서 좋아요좋은 물건 보내주셔서 감사합니다많이 파세요,5
135,첨써봐서 사용법을 봐도 잘 못할까봐 은근걱정했는데 생각보단 쉽고 간편합니다 몇시간 사용후 단점발견했는데 걸을때 손에 힘주거나 폰을들고 보고있는동안 손이 흔들리지 않기땜에 그러는건지 걸음수가 늘어나지않고 그대로인거  그래도 가성비하난 짱입니다 ,5
136,가성비 최고 핸드폰 만보기도 있는데 이걸 꼭 사야하나 했는데 잘 산 것 같아요 만보기 정확도도 높고 수면 시간 정확도도 높은 게 정말 신기했어요 한 번 충전하면 꽤 오래 가고요 도 이정도면 빠르다 생각합니다 많이 파세요,5
137,운동할때 만보기겸 시계로 가볍고 괜찮음 다만 기본어플인 미핏은 쓰레기임 대체용 어플로 notify  fiteness 를 쓰는데 수신전화 메세지 내용표시가능하지만 한글폰트미지원으로  로 나옴 숫자는 잘나옴 확장기능사용하려면 유료결제해야하나 기본어플보다 서세하게 설정가능해서 좋음,5
138,원래 구매하려 했던 건 휴가 때 막 사용할 손목시계였는데 샤오미 미밴드를 구매하게 되었네요  우선 기본적으로 시계 기능이 있고 가벼우며 착한 가격이 구매 결정 요인이었습니다  거기에 심박수 만보계 등의 기능이 있는데 솔직히 만보계는 잘 안 맞더라고요  좀 천천히 슬슬 걸으면 카운트가 안되고 팔을 앞뒤로 흔들며 걸어야 잘 인지하는 듯  심박수는 정확한지 모르겠으나 보통 사이가 나오더라고요 움직임이 있을 땐 심박수가 높아지고요  그외에 알람 기능 외에 폰과 연동 가능한데 사용을 안 해봐서 어떨지 모르겠네요 우선 시계로서는 만족합니다 ,5
139,지금 약 한달 미만으로 사용후기 적어봅니다진짜 가성비 최강이라고 말할수있습니다여러가지찾아봤는데 그나마 가격면에서도 싸지만 브랜드 믿고 구매했습니다충전  엄청 길어요 초고속인데 진짜 엄청 길었어요 그런데 와 뭔놈의 배터리가 지금 한달 거이다 써가는데 이상있습니다 한번충전하면 몇달 가는듯 싶습니다그면에서 아주 만족하고 가벼운데 기술력에대해 감탄했습니다그런데 중요한 만보기 기능이 아주 아주 정확하게 딱딱딱 떨어지는건 아닌듯싶구요심박수 측정기 또한 음 잘 안되더라구요 엄청 운동해서 심장도 요동치는데  이더라구요암튼 총평은 고장나면 다시구매할겁니다,5
140,중국인들이 얼마나 콧대가 높은 지 설명서도 자기네가 사용하는 한자랑 영문으로 만 작성하는 뻔뻔함종전에 삼성의 기어핏을 사용하다 문제가 생겨서 AS를 받으려고 하였으나 되어서 부득이 샤오미의미밴드를 구입했는데 등록하기가 너무 어려움 검색을 통하여 수차례 시도를 하다가 포기하고 아들에게물어 볼려고 하는데 아들이 집에 주말이나 오기에 마냥 기다리는 중또한 시계는 우리나라 시간하고 시간 차이가 나네요 완전 중구곰들의 똥뱃장   아이 드러워서 이걸 사용해야 하나 하는 자죄감에 빠짐,5
141,이 생각보다 빨라서 좋습니다 물건은 잘 포장되어 문제없이 잘 작동 합니다 기존의 샤오미밴드  사용 했는데 시계가 있었음 좋겠단 생각으로 샀는데 생각보다 더 좋습니다 화면으로 핸드폰에 무엇이 왔는지 볼 수 있어서 좋고 시계도 있고 심박수도 있고 만보기도 있고 기능도 많네요 다른 진짜 스마트 워치 만원 짜리처럼 화면 보고 전화 하고 등 많은 기능이 필요 없는 저에게 딱 필요한 기능만 있고 저렴해서 정말 좋습니다 많이 파세요,5
142,샤오미 제품은 처음 써보는데요 충전시간도 짧지만 사용시간은 상당히 깁니다 한 번 충전으로 한달 이상 쓸 수 있습니다 물론 사용빈도에 따라 차이가 나겠지만 오래 쓸 수 있습니다충전량도 앱을 통해 쉽게 확인할 수 있어서 충전시기도 알 수 있습니다앱과 연동을 통해 상태를 알 수 있어서 만족했습니다,5
143,회사 동료와 함께 구매하였는데 가성비짱이네여업무 중에 전화알림두 잘 확인할 수 있고 만보기기능알짜기능들만 집합해놓아서 콤팩트한 상품인거같아요수면체크를 통해서 내가 어떻게 자는지두 확인이가능하구시계같은거를 평소에 안차고다녀서 어색할 거라 생각햇는데생각보다 너무 편하구 가볍네요추천해드랴요,5
144,일할때 음악소리땜에 전화벨소리를 못들을때가 종종있어서 주문함앱깔고 연동하니까 잘되네요 개인적으론 항상양손에 이것저것 잔뜩 들고 일하고있어서 시계볼때 손등이나 얼굴에 터치하고 봄  무튼 조아요 세련되보이고 슬림해서 걸리적거리지도않고,5
145,가성비의 끝판왕 자세한 세부내용은 네이버검색창에 처서 확인하시고 장점은  정말정말정말 오래가는 배터리를 보유하고 있습니다 나와있는건 주라고 되어있지만  전 달을 지금 썻지만 아직 프로나 남았어요  오옹 이게 뭐니 주위 사람들에게 궁금증으로 인기스타가 됩니다  그러고 터치로 시계를 스윽 떠올려보면 우오오옹 얼마야 자연스러운 대화를 유지하고 이쁜여자앞에서 자신감있는 나를 보게 될것입니다  사세요,5
146,좋네요 측정 잘되고 가격저렴 가격저렴하고 좋네요 국내 서비스 되는걸로 샀는데 안되는거 사도 무방한듯고장날일이 없을거 같아요 그래도 만일 모르니까 국내서비스 되는걸로 가격차이도 많이 나지 않으니 심박수 측정잘되고 운동하니 훅훅 올라가네요 깜짝  운동파트너가 생긴거 같아 좋습니다많이들 사세요,5
147,샤오미 미밴드 는 재구매 의사가 확실 차고다니면서 시계도 볼 수 있고 걸음수도 볼수 있고 번 충전으로 달은 족히가는 것도 다 좋지만제일 맘에 드는건 전화알람이에요 덕분에 전화를 놓치질 않아서 업무에 많이 도움이 되네요이런 가격에 이런 만족도는 오랜만입니다,5
148,걸음 걸이도 재고 칼로리 소모량도 체크하고 수면의 질이 어떤지도 체크하는 기기를 알아보다가입문용으로 샤오미 미밴드를 샀습니다디스플레이는 단순하지만 깔끔합니다조작방법도 간단하고 배터리도 오래 가서 좋네요미핏 앱을 깔면 여러가지를 체크해 주는데 상당히 유용하네요가성비로는 이만한 물건이 없는거 같네요,5
149,상품 구매전에 항상 뭐시기한이유로 개봉흔적이있을수있습니다 라고 적혀있었지만 그래도 티도안나게 살짝이였는데 이렇게 본격적으로 열어본 상품은 처음이라 당황했지만 제품상태는 먼지만털면 새것이고 기능도 뛰어납니다 받아서 펌웨어번하니까 현재시간 밑에 날짜도나오고 차고있어도 불편하거나 그런 느낌은 적습니다,5
150,이녀석 덕분에 운동을 최대한 안빼먹고 하게 됐습니다 최근엔 너무 추워서 쉬고 있지만 설날 지나고 날 풀리면 다시 나갈거에요 아마 조만간 Mi 체중계도 구매할 예정입니다 사용 휴대폰은 iPhone SE입니다   아참 같이 파는 추가옵션 천원짜리 밴드 모양은 똑같지만 재질이 많이 다릅니다 동봉된 순정품은 약간 연질인데 추가구매품은 저가재질을 사용한 모양이에요 무척 딱딱해서 아파요 못씁니다  ,5
151,미밴드을 기존에 사용했었습니다년 가꺼이 사용했고 스트랩이 끊어져 미밴드로 갈아타게되었습니다기존에 없던 화면이 추가되어 시간걸음수 등을 바로 확인가능해진 것이 좋네요제품 크기도 미밴드과 거의 동일하게 느껴집니다,5
152,가볍고 좋아요 끼고 런닝머신뛰엇는데 머신 수치랑 거의 흡사하게 나오네요 은 이틀걸렷네요 요세 CJ로 오는 물품들이 전부 대전이나 옥천에서 하루 자다가 오네요 개당단가도 단가지만 서비스 차원에서 택배사 변경 한번 고려해보심이 사업번창하세요,5
153,아들하고 둘이서 쓰려고 샀는데 가볍고 배터리 오래가고 장점이 많은 친구네요그전에 핏빗hr사서 일년 섰는데 손목 밴드가 끈어져서 쓰지도 못하고 심박수가 잘 안맞았어요대시보드 기능은 좀 디테일하지 않은데 이가격이면 왠만한거 다 측정되고 하니 만족도 최고예요,5
154,그저께 신랑이 사용한다고 주문했는데 가볍고 착용감이 너무 좋아초등학년 아들녀석에게 바로 채워주더랍니다그래서 신랑 쓰라고 하나 더 주문했어요심플하고 필요한 기능만 딱 들어있어서신랑도 아이도 넘 좋아해요거추장스러운거 딱 질색인데 잘때도 차고 자는 아들녀석그만큼 착용감이 좋다는거겠죠잘 사용할께요,5
155,가장 널리 사용되는 스마트밴드답게 기본적이고 심플합니다필수적인 기능은 다 들어있고 작동도 잘합니다 값비싼 스마트워치류를 바로 구매하는 것 보다 입문용으로 사용해보고 더 많은 기능이 필요한 경우에는 더 투자해서 와치류로 가는게 좋을것같습니다 하지만 대부분의 경우에는 이정도 기능만 해도 충분할거라고봅니다,5
156,미밴드 굿 우리 아들이 계곡에서 신나게 놀다가 풀렸는지 잃어버려서 다시 구매했습니다미밴드가 나와서인지 가격이 만원가량이나 저렴해졌네요가격도 가격인데 이만한 시계가 없어서 잃어버릴때마다 매번 구매합니다  이번이 세번째 ,5
157,그동안 미밴드을 아주 유용하게 사용해 왔습니다그래도 디스플레이가 없는점은 아쉬웠죠미밴드보다는 고무밴드 폭이 좀더 넓어졌고 미밴드 고무가 좀더 딱딱한 반면 미밴드 고무가 더 부드럽고 유연한 편입니다미밴드은 수영장에서 모르고 차고 들어갔다가 귀찮아서 그냥 차고 시간쯤 수영했는데 방수 전혀 문제 없더군요미밴드는 아직 수영은 못해봤지만 샤워 했을때는 물줄기를 맞으면 터치센서가 있어서 손으로 터치하는것과 같이 반응을 자주하는점이 미밴드과 다르네요수영해도 방수 문제는 없을것 같지만 터치센서 반응은자주 있을듯 합니다손목을 들어올리면 디스플레이가 켜지면서 시간이 나오는기능도 매우 편리하네요불필요하게 자주 켜지지 않을까 우려했는데 여러 방향으로 실험해보니 그냥 편하게 걸을때는 디스플레이가 켜지지 않고 시간을 보기위해 손목을 비틀어서 시계 보는 자세를 취할때만 잠시 켜졌다가 바로 꺼집니다나름 정교하게 자세를 인식합니다그리고 자리에 자주 오래 앉아있는 편인데 시간마다 진동으로 알려주는 기능도 매우 유용합니다예전에는 핸드폰을 자주 확인하고 손에 꼭 들고 다녔는데미밴드 생기면서 전화문자카톡메일 수신확인 가능하니 가방속에 두고 필요할때만 꺼내게 됩니다아침에 일어날때도 손목진동알람으로 일어나니 편리하기도 하구요이만한 가격에 부담없고 가볍고 배터리 오래가고 방수 걱정없이 쓸수 있는 최고의 가성비 밴드입니다다른 스마트워치는 가격도 부담스럽고 너무 크고 무겁고 배터리 매번 충전해야해서 아직은 실용성이 낮습니다미밴드 지인 선물로 추가로 구입할 게획이며전 강추합니다  ,5
158,스마트밴드후기 착용한지 일째 올립니다 작고 가벼워서 차고다니기 거부감이없네요 충전후 현재 잔량이 남았어요 전화문자 잘 안오는 사람은 한달반은 충분히 쓰겠네요 심박수 측정이 정확한것 같습니다 수면측정 분석도 정확하게 기록에 저장 됩니다 주변사람들께 추천합니다,5
