,context
1043,나 자랑질좀 해도될까연락 안하는 내가 최근들어 가장 많이 했어언제들어올거야밤새기다렸어자다가도벌떡 선물고마워자기애충만인내가자괴감들고괴로워다지선물고마워진짜서프라이즈애플워치나이키에디션 애플워치손편지감동 남편자랑 우와멋쪄멋쪄언니도 화이팅 멋지다 우와고생하셨습니다  남편분 최고 우리 윤서방 멋지다 로맨티스트 형님  역시 남편이 쵝오야 멋지시다
1044,가만히 있어도 이쁜사람이 이렇게 사랑스럽다고마워 미리받는생일선물 애플워치 애플워치스트랩 애플 알라봉봉 좋은 하루 보내세요
1045,애플워치 워치차기 딱 좋은 날씨네 허니 따따따따랑해
1046,어느 새 년지난 년간 너무 행복했고 앞으로 더 행복하자살면서 처음 받아보는 애플워치 ㅜㅜㅜㅜ너무고마워 잘 쓸게주년 호캉스 레스케이프호텔 커플링 팔레드신 애플워치애플워치나이키 럽스타그램 커플   찌부찌부
1047,남편이 배경화면 바꿔줌   딱내스탈프레임이랑 스트랩도 풀스톤 주문했는데 얼른와랏  예뿜 아니 전자시계가 이렇게 예뻐도 되는건가요 인친님이 하시니 다 명품으로 보임 ㅎㅎ 느므예쁜거아님 애플이 이렇게 이뻣다구 워치 어때젛아 안어려워 ㅋㅋ
1048,월 일 식단기록출근 전사과즙오전수업 후밥 닭도리탕 갈치구이 계란후라이 비비빅저녁 수업 전매일두유 단백질바저녁 수업 후대패 삼겹 채소볶음차 방전 덕에 오랜만에 할머니밥 먹기다이어트 다이어터 식단 식단일기 식단기록 샐러드 닭가슴살 달걀 애플워치 고구마 에너지바 단백질 유산소운동 게맛살샐러드 다신샵 통밀당 운동 운동하는여자 대패삼겹 채소볶음
1049,년 간 나와 함께 한 워치가 빈사의 상태가 되었다 사망이 아닌 것은 모든 것이 너무나 멀쩡하기 때문이다 딱 하나 노후로 인해 배터리가 부풀면서 액정과 본체가 떨어진 것 빼고는 그런데 배터리 교체가 안 된단다 리퍼만 된다고 몇십 만 원 주고 산 시계가 년도 못 쓰다니 몇 만 원 주고 산 아날로그 시계는 년이 넘어도 멀쩡한데 왜 배터리 교체를 안 되게 만들어놨을까 돈을 떠나서 너무 아깝고 지구한테 미안하잖아 애플 넘들 이제 워치 안 쓴다 네버 포에버까지가 어제의 생각이었는데 오늘 새로 사기로 했다 내 건 인데 벌써 까지 나왔더라이 노예 생활을 왜 못 벗어날까 ㅠ 애플 애플워치
1050,애플워치 병 탈출 살까 말까 고민하다가 벌써 몇 개월이 지난 건지  사실 딱히 필요는 없지만 저거 끼고 다니면 간지가 사니까 막상 받으니까 기분 좋고 뭔가 필요해진 거 같다  애플워치도 얻고 텅장도 얻음애플워치병완치 애플워치
1051,거울셀카 거울샷그램 애플워치 안경마스크 셀카 셀피 스물
1052,아니 충전기 사려했는데 같이 줄도 팔길래 산거야그건 인정해줘야지내 손목이 개냐고워치가 개인지부터 물어봐야지애플워치 애플워치 애플워치스트랩 애플워치줄질 줄질 좋은걸    좋은 하루 보내세요
1053,뜨거운 러닝 열기를 식힐 차례한여름밤의러닝심박수입추이제부터시작준비땅러닝 런 런스타그램 체력관리 살찐러너미라클모닝 모닝러닝새벽기상욕심부리지말고 즐기자페이스걷지말고뛰자 애플워치심박수체크 운동하는엄마관리하는여자 오 해림 관리하는 여자 멋져멋져 같이 관리하자 ㅋㅋㅋㅋ 꾸준히 열심히구나  애플워치 제대로 사용하는 멋진 여자 화이팅 화이팅멋져요 핫핑크 러닝화가 유독 아름다우십니다 퐈이팅
1054,일차 애플워치피트니스 애플워치 건강 헬스 운동 다이어트 피트니스 운동기록
1055,다이어트 일차목표 월안에  만들기운동 러닝머신  분식단 아침 점심 연어초밥 개  연어샐러드저녁 프로틴 쉐이크평소에 물을 자주 먹어서 그런지 몸무게가 잘 줄어드는 것 같다가도 오늘은 큰 차이 없고 힘 빠지는 하루였습니다 ㅠㅠ 이 모든게 의미가 있길다이어트 다이어트식단 다이어트일기 일기 식단일기 식단관리 관리 체중감량 체중관리 운동스타그램 운동기록 헬스 헬린이 헬스타그램 헬스장 헬창 애플워치 애플워치 연어 연어초밥
1056,손을 씻는중이 아님 ㅂㅅ아릴링 할때마다 알람울리고 난리ㅋㅋㅋㅋㅋㅋ그 와중에 더블히트배스낚시 애플워치 잘한다ㅋㅋㅋ 우와 멋있네요  오늘갈건데 채비정보좀 와 힘이 왜이렇게 좋뎅 크으 너무 잘하는거 아인교
1057,모이디자인랩 애플워치스트랩  핸드메이드 가죽  하바나브라이들이탈리아 컬러  탄하바나브라이들은 왁스가 함유되어 있어 가벼운 생활방수와 스크레치에 강한 가죽입니다 애플워치 애플워치스트랩 가죽스트랩 줄질시작 애플워치 애플워치 줄질 애플워치줄질 애플워치 애플워치 앱등이의길 여행스타그램 앱등이 애플워치가죽스트랩 에르메스 감성소품 사과농장 기념일선물 애플빠 육아스타그램 휴가중 생일선물 싱글투어 애플워치시계줄 좋아요반사 좋아요테러 수제시계줄 사과시계 모이디자인랩 앱린이
1058,다리골절일차 오늘자 삼시세끼 오늘자 재활운동영상 일만의 발목 가동범위 비교아침식단  단호박샐러드 바나나점심식단  쌀밥 계란말이 오뎅볶음 소고기장조림 백김치저녁식단  유부초밥 닭날개조림 백김치근력운동 분재활운동 회차 양발 당기고 밀기 회 수건끌어당기기 수영발차기 회 밸런스쿠션 운동 회 수영발차기 회 힙브릿지 초 원레그 브릿지 좌우 각 초 플랭크 분 닐링스쿼트 회 덩키킥 회 하늘자전거 회 크런치 회 레그레이즈 회 시티드니업 회 러시안트위스트 회근황 어제 깁스를 풀었고 오른발에 체중부하 까지 된다고 오더받았다 라 하면 걷는 수준은 안되고 발을 살짝 딛을 수 있는 정도 깽깽이로 뛰는 게 아니라 천천히 걸어야해서 오히려 목발짚는 어깨와 삼두에 힘이 더 많이 들어간다 뛸때는 코어에 힘이 많이 들어갔는데 일주일 있던 엄마는 어제 내려갔다 병원에 같이 갔는데 결국 엄마는 내 엑스레이도 발목 안쪽 상처도 다 봤고 충격 받은 것 같아 너무 미안했다 엄마 있는동안 근력운동도 재활운동도 거의 못했다 상처 숨기느라 급급 거의 침대에 누워 까딱까딱만 잠시 한 정도오늘자 일기 엄마가 해놓고 간 음식들이 많아서 엄마밥으로 다 해먹기 내가 만든것 하나도 없이도 다양하게 먹을 수 있다 일주일만에 근력운동과 재활운동을 했다 도수치료는 어제 함 그나마도 운동하기 귀찮아서 재활만 하려고 했는데 하다보니 어느순간 근력운동도 하고있는원장님이 알려주신 양발 동시에 까딱까딱이랑 도수치료쌤이 새로 알려준 수건끌어당기기 추가 수건당기기 하면 왼발은 발 근육이 전체적으로 땡기는데 오른발은 종아리가 땡긴다 그만큼 오른발발목 근육은 전혀 못쓰고 있다는 이야기수진다이어트일기 수진운동 수진운동재활 수진다이어트눈바디 수진운동영상 골절환자 골절일기 다이어트 다이어트소통 다이어트일기 운동기록 눈바디 바디체크 부상투혼 홈트루틴 홈트 운동하는여자 운동영상 홈트영상 발목재활 발목재활운동 발목가동범위 애플워치 수진님 몇 일 안오시길래 걱정했는데 오셔서 안심이에요ㅠㅠㅠㅠ 그래두 점차 나아지고 계신 것 같아서 다행인데 앞으로 쪼꼼만 더 참아두시기류
1059,나만보기 아까워  즐건시간보내셨나요들
1060,애플워치  오픈하트
1061,슈렐리식탁 그릭이 사랑  일주일에 그릭요거트 번은 무조건 배달시켜먹는 거 같은 중독  스푼 오랜만에 시켜먹었는데 역시 우유풍미는 여기가 원탑  그래놀라 왕맛집  더 좋은 건 복숭아가 딱복이 아닌 물복이었다는거 말랑저는 무조건 물복파입니다   그릭이만 하루에 세끼먹고시퍼요 증말  담쥬에 링커스틱 공구 오픈해요 공구라는 걸 하게 되다니 몬가 신기하네요 그치만 사실 제가 싸게 위해 오픈하는 공구나 마찬가지입니닼ㅋㅋㅋ 경남제약 링커스틱 관심있으신 분들은 이번기회에 싸게 겟하세용 자세한 공지는 내일이나 일요일에 올리겠숩니당  다들 굿밤하시고 즐건주말 보내세요  배달도 되다니 넘 부러뤄여 여긴 요거트 집이 적어요 그릭이랑 과일 조합 최고죠 저희 소통하면서 지내요 슬쩍 구경왔다가 저도 모르게 선팔을 맞팔부탁해용 좋아요 꾹 ㅋㅋㅋㅋ저두 물복파에욬ㅋㅋ 슈렐리님 즐거운 주말 보내세요 뷰티 소통해요 선팔하고 갑니다아
1062,온아  주야 여보 어디서 뭘하고 다니는ㄴ거야 사귀자 아름답다
1063,애플워치 애플워치 생일선물 친구야 고마워에헤라디야좋구만 ㅋ애플워치스트랩 가벼워서 좋아월 덥다 휴
1064,역시 자연광이 최고 자연광 햇빛   카페스타그램 카페 자몽   여름 애플워치 좋아요반사 소통 일상 직장인 모여라  연차 휴가  피드 보고 여쭤보고싶은 게 있는데 소통 가능하실까요 옴뫄 청순행 자주 소통하면서 지냈으면 좋겠어요ㅎㅎ  인친님 피드가 예뻐서뷰티
1065,번째 작심삼일 마지막 날년 전 오늘도 무척이나 더웠나 보다울 혜준양 엄청 시원하게 입었네한 청순 하셨던 혜준양 예쁘네오늘 진짜 무섭게 더웠다따뜻한 곳 좋아하는 쭈니도지친 듯 뻗어있다더워 떠 죽을 것 같았지만에어콘 앞에서 제자리 걷기로오늘도 만 보 걷기 완료살아가는이야기 일상 운동 걷기 만보걷기 작심삼일 애플워치 활동링채우기아이어릴적사진 청순냥스타그램 코숏 집사냥이도더위는힘들어 엄마랑 단둘이 데이트 했던 저 날이 생생한데 벌써 년전
1066,오랜만에 세마대독산성 찍고 양산봉까지수고했고 힘들었다운동다이어트등산세마대양산봉애플워치링완성독산성
1067,공복유산소 실내사이클 땅끄부부 어제 오늘 이래저래 시간이 순삭정신 없이 시간만 잘 흘러가는 요즘잘먹고 잘먹고 더 잘먹는 불금너무 배불러서 소화 시키면서 끄적오늘 한 운동실내싸이클 홈트 생활버닝 폼롤러
1068,잘 먹고 먹은만큼 열운하고파김치먹고 싶어서 돈까스먹음이게 잘 이해 안 가겠지만 그러함투썸 수박주스 너무 생각나서 마셔벌임사진은 누락됐지만 내 뱃속엔 잘 도착저녁 늦게 운동갔더니 사람은 별로 없는데 케이블 쪽에는 왜 계속 사람이 있는지 내 최애 시티드로우 하고 싶었는데 못하고 머신깔짝 하고 옴주말에도 운동가야징 시간 좀 천천히가쓰묜
1069,유린기 꿔바로우 조각 쭈꾸미돌판짜장면 조금   비건말차초코마카롱 개 소고기미역국그릇  비건초콜릿크림케이크 와인잔 걷기 시간분이상오늘은 기다리던 생일 아침에 일어났더니 생일 축하 카톡이 잔뜩 와있더라고요 가족 이외의 사람들에게 생일 축하 받아본건 정말 오랜만이에요ㅎㅎ 생일 선물도 받고요 아침부터 감동 오늘은 운동도 쉬려고 맘먹어서 일어나서 뒹굴거리다 시간 있는 김에 자취방에 필요한 주방용품들 사러 엄마랑 현백 다녀왔어요 그리고 아빠 만나서 점심 먹으러뭐 먹을까 고민하다 애플스토어 걸어라 근처 식당 찾아보다 가보고 싶었던 무탄에 다녀왔어요 오랜만에 먹은 중식ㅎㅎ 비주얼이 정말 좋더라고요 유린기는 고추가 진짜 한가득ㅋㅋㅋ 유린기랑 꿔바로우 둘다 고기도 두툼하고 튀김옷도 쫀득하니 맛있었어요 짜장면은 원래 잘 안먹어서 한젓가락정도 먹어봤는데 쭈꾸미도 꽤 많이 들어있고 맛있더라고요 가격이 비싸긴 하지만 맛있었어요ㅎㅎ 적당히 먹고 꿔바로우는 남아서 싸와가지고 내일 먹으려고요 그리고 카페에서 커피한잔하고 드디어 애플스토어로기다리고 기다리던 애플워치 사는 날 운좋게도 오늘 애플스토어에 사람이 많지 않아서 웨이팅 없이 바로 들어가서 구매할 수  있었어요 애플워치 에 나이키 에디션 스트랩으로 구매했어요 작고 소중하고 예쁜 애플워치 너무너무 맘에 들어요 이제 운동기록 제대로 할 수 있겠어요 내일부터 제대로 써볼 생각에 설렙니다ㅎㅎ 스트랩 선물도 개나 받아서 벌써 개나 있어요ㅋㅋㅋ 집에 와서 좀 쉬었다 케이크 픽업도 다녀오고 사장님이 새로 출시하신 비건마카롱 선물로 주셔서 간식으로 하나 먹었는데 꼬끄 쫀극한게 완전 제 스타일이었어요 필링도 녹차 진하고 가운데 진한 생초콜릿까지 저녁으론 엄마가 미역국 끓여주셔서 그래도 생일이니까 한그릇 먹었어요 케이크 바로 먹고싶었지만 동생 학원이 시에 끝나서 기다렸어요 동생 오자마자 생일케이크 초 불고 너무너무 먹고싶었던 비건이삼 초콜릿크림케이크 역시 제 최애 케이크 답게 너무너무너무너무 맛있어요ㅠㅠ 꾸덕하고 묵직하고 진한 다크초코 와인이랑 같이 먹었는데 잘 어울렀어요ㅎㅎ 오늘 운동은 따로 안했지만 많이 걸어다녔어요 거의 만보 채웠더라고요 축하도 많이 받고 반가운 사람들한테 연락도 많이 오고 사고싶었던 것도 사고 행복한 생일이었네요ㅎㅎ 매일이 오늘같았으면 좋겠네요  헉 유빈이 오늘 생일이었구나 늦었지만 생일 정말 축하해 행복한 생일 보낸거같아 보는 사람도 행복해지는 앞으로도 늘 행복가득하길 바래 생일 너무너무축하하눙거알됴 내선물은 ㅋ이태리오는날 ㅋ 유빈님 마지막까지 생일 축하드려요 비건이삼 케이크와 함께해 주셔서 감사합니다 유빈이 생일이었구나ㅠㅜㅜ정신없어서 축하도 제대로 못해줬네 힝힝 생일 행복하게 보낸 것 같아서 다행이양 늦었지만 생일츅하해 유비낭 아여기진짜 너무 궁금한식당이였는데 맛있었겠당 소통해요 ㅁ
1070,비키니바디챌린지 운동실내자전거 분분 빡 달려서 땀 줄줄 사진 인증식단 아침 베이글 크림치즈점심 삼각김밥 바나나저녁 잡곡밥 돼지불고기 애호박볶음 부추무침 감사일기 처음 가보는 박물관에서 즐거운 체험해서 감사 친정같은 편한 시댁에 감사 시어머님이 이야기 잘 들어주셔서 감사 빅씨스홈트 빅팸 빅씨스 홈트 운동 운동하는엄마 운동하는여자 감사일기 감사 습관 선팔 맞팔 선팔하면맞팔 마마진 운동기록 기록 애플워치     다이어트 건강  비키니바디챌린지 줌마그램 베란다홈트
1071,크으 넘나 이뿌네 애플워치 쨔잔 너무 이쁘다 커플 애플워치
1072,개월클린이연습하면 나도 할 수 있다오늘 기분 정말 좋았다       아두통하는 사진 뭔가 이미지가 헬스보다 크로스핏 바이브예요 하하하 단뛰기 성공 축하드려요  목성 발견 횬채 젖이 커졌넹 ㅋㅋㅋ
1073,월 일 금요일 애플워치링채우기 완성   운동하시는 모습이 보기 좋아요 응원할게요 선팔했습니다
1074,아침사과 닭가슴살 소세지 그릭요거트 아메리카노점심아침에 먹다 남은 사과 아몬드 아메리카노저녁현미밥 소고기부채살 오이지운동땅끄부부집에서하는 유산소운동 다이어트칼소폭  영상이번 달 애플워치 링을 채우지 못해서 오늘은 꼭다 채우려고 했는데 얼떨결에 잔여백신을 성공해버렸네화이자 차 접종하고 영양보충이라며 저녁 거하게 먹었당 ㅎㅎ백신 맞았으니 당분간 운동 쉬어야겠지 ㅋㅋㅋㅠ아 오늘 물 리터 마셨당 다이어트초보다이어트다이어터식단일기다이어트식단운동일기땅끄부부잔여백신화이자차접종아침점심저녁애플워치운동식단운동기록다이어트식단기록홈트
1075,꺅 금팔찌 잃어버리고 속상한마음신랑 선물애플워치 애플워치 고마워
1076,땀이 송글송글뿌듯뿌듯다들 이 맛에 운동 하는구나집돌이였던 내가 이렇게 천지개벽역시 사람이 변하기 위해선 어떤 계기가 있어야오늘은  걷고  러닝 까지애플워치  파워워킹 으쌰 온천천런닝좋죠저도지금나가야겠네요잘보구갑니다
1077,산후 제이제이 나홀로챌린지게이닝식단차식단 주차까지는 더 잘지키라 하셨는데에쉽지가 않구나잘먹고 이러고 있음 ㅎㅎ 점심은 친척네집에서 라이스페이퍼로만 탄수챙긴거 좋았는데 안성 간김에 약수터식당 곱창전골포장해서 남편이랑 먹고 아들이랑 나가서 뛰고옴 ㅎㅎㅎ애들재우고 제이제이회차 운동 풀영상동작따라하는데 힙운동 너무 힘들다 힘이 안들어가서 어려워어려워 미션 매일 스쿼트 개씩 세트  하루  이상 물 마시기  분 동안 천천히 먹기 유튜브운동 힙하부운동와이드스쿼트브릿지세트스티프데드리프트시티드스쿼트세트힙레이즈세트식사  아침 호밀빵무설탕잼따아계란흰자 점심 고구마 구운육류샐러드 월남쌈 저녁 고구마 구운닭찌혹육류샐러드 곱창전골 간식 그릭요거트야채프로틴바필수 해시태그나홀로챌린지   젤린이 하드식단 주회운동 모임육아다이어트운동해요홈트제이제이살롱드핏산후다이어트애플워치식단기록운동기록기간   주간
1078,시원한 파도소리  풍경이아름다운곳경치가예술감성사진전국방방곳곳한국가볼만한곳한국관광선여행스타그램여행에미치다할리장동건잘못걸릿스접신 코골이 코골이서경한우 서경한우프라자 덕평 소고기사시미 러닝 걷기운동 강남대 애플워치 뭐사지 섬진강
1079,여름이여따ㅏ  원피스 넘 시원해보이구요 원피쮸 너무 잘어울려요
1080,사이클 분코어 분회오늘 시원하게 물냉면 야무지게 먹은날  산책하며 오늘 보 정도 걸었다 와 근데 너무 더워요운동인증운동기록애플워치
1081,운동 만오천보걷기무나홈트  굿모닝 스트레칭빵느  기상 스트레칭
1082,일프로젝트 일차오늘의 기록운동기록 운동일기 애플워치 애플피트니스
1083,요기 오디게  나무반지라 써져있네에 이뿐이가 있는 공간    디엠드려도 될까요
1084,석양 이쁘다런 러닝 런닝 조깅 달리기 런린이 런스타그램 러닝스타그램 러닝일기 러너 뛰닝 나이키런 나이키러닝 가족러닝         애플워치 애플워치 애플워치스트랩 베이퍼플라이넥스트
1085,쏘핫
1086,오늘의 끔찍한 혼종룩나이키모자아디다스반팔나이키반바지아이다스런닝화                        오늘의 화이트반팔 화이트모자 화이트락카 완벽쓰 전 이거보다 올나이키 올아디다스 이런게 더 끔찍해요
1087,애플워치  천사같은  와이프 깜짝선물 진짜 천사시네 ㅎㅎㅎ
1088,금운동   오늘의 운동하체운동파워레그프레스  파워레그프레스  파워레그프레스  파워레그프레스  브이스쿼트  워킹런지 트위스트런지 스티프데드리프트  유산소운동집까지 걷기클로이팅 주챌린지  쉬는날런지런지워킹런지끝났다고 좋아했는데 바로 트위스트런지 시키시는 트쌤하다가 욕나올뻔한건 첨이네요헬린이는 웁니다 다이어트 다이어트기록 운동일지 운동공유 운동하는여자 운동하는직장인 헬린이 헬린이그램 근력운동 하체운동 런지 힘드러 유산소운동 걷기  오늘도 애플워치 링채우기 성공 드뎌주말 런지는 정말 싫오 싫오 저듀 어제 워킹런지 ㅜㅜ엉엉 악마같은 트쌤들 크 불금에 운동
1089,어깨팔헬스 헬스타그램 헬스장 헬린이 애플워치
1090,올해 최고의 노을 과 런닝그리고 치맥이 아니라 치킨매실  오노을멋있다ㅠ 안녕하세요 인친님 피드보고 여쭤볼게 있어서요  한번 부탁드려요
1091,나 김미소그냥 다 샀다이제 더 이상의 애플병은 없길바라며일간 갤럭시와는 완전히 이별아이맥 아이패드아이패드에어아이패드매직키보드아이폰미니 아이폰미니에어팟 에어팟프로애플워치 애플워치 키보드주제에 만 가까이 해서뭐지 했으나 감성 포기 불가로돈을 쓰기로 했다아이맥이 상당히 싸게 느껴진다여러분 저도 이제 애플유저입니당세 김미소씨의 충동인생뭐있나 하고프면하는거징이쁜쓰레기가되지않길제주 불금 쇼핑 악ㅋㅋㅋㅋㅋ매직키보드 굿굿 헉 완전 멋있어요 와 이걸 한번에 다 사다니 ㅋㅋㅋ  플렉스 뉴어이맥 인가요  오 이거 사거싶은디 그래픽작업 성능 오질듯여 굿   콩나물은 역쉬 꾸미는 재미지용
1092,올해 최고의 노을 과 런닝  국대유니폼 달리기    청담대교   뚝섬한강공원  옛날통닭        노을 영동대교  애플워치  성수대교 해질녘 조깅 선셋 동호대교 오우 화이팅
1093,나도무전기할수있다 애플워치 귀엽누 오예 이제 무전할 수 있다 응답하라 윤예콩
1094,여봉봉 선물갖고 싶다던애플워치 잘 쓰시오유준이도 아빠 닮아 관심이  탐이난다프레젠트애플사과시계애플워치 좋겠다어른이선물내손목은괜찮아 탐이 난다 ㅋㅋㅋㅋㅋㅋㅋㅋ결국 뜬금이 일년동안 잘 키운 선물더더더 받아도 됨ㅋㅋㅋㅋ
1095,운동기록 배구중계 보고픈 마음을 꾹 눌러담고 수영을 갔다혹시나 수영장 문 닫게 되면 배구보러간 오늘의 나를 자책할까봐 배구 보느라 많이들 안오실 줄 알았는데 우리반은 거의 올출석이었고임시선생님과 함께 빡시고 즐거운 수영파티를 벌였다 심지어 수영 최고 칼로리소모했네 오늘도 자유수영까지 하며 미터 뿌셔버리기 그리고 신상 차홍스너그카밍바디워시 와 바디로션으로 향기롭게 하루를 마무리해버렸다차홍 스너그카밍바디종 의 자세한 후기는 따로 올릴게요향 너무 좋아서 오늘 서터레스 다 풀려버림  그래도 배구 사랑해  용굥언니 사랑해
1096,오늘도저녁먹고운동더위가 한풀 꺾였나바람이시원하다 애플워치 에어팟
1097,하이번주 정말임용고시 공부 음악임용   임고생 일병행임고생 타임랩스  공부자극 임용 공스타 공스타그램 공스타맞팔 열품타 애플워치 일상
1098,공복사이클 만보걷기 휴가 핑계로 자꾸 뭘 먹어서보상심리 안대안대그럴때 아니야 정신차려다이어트기록만보걷기
1099,내 머리띠 짱기엽지    임대 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋ왜 저런 배경이냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 합격합격 얖머리띠 개조아 ㅇㅇ 그런듯
1100,피드 오랜만  갹갹 안녕하세요  제 메시지 확인 부탁드립니다 감사합니다 뭐야 혼자 언제 찍은거야
1101,일할 때도 최선을 다했듯이 놀 때고 최선을 다해 놀자 불금
1102,수달인지 다람쥐인지 쿼카라는애랑   ㅋㅋㅋㅋㅋㅋㅋ이 쿼카 너무 귀엽게 생겼어요
1103,첫줄애플워치 통화안됨서비스센터갔더니 사망선고아놔 뽑기실패새제품으로빨리보내주세요이번엔뽑기잘되길똥손인증 대체몇번째냐일부러그러는거아니죠
1104,추석 프로모션 진행중대박 프로모션이라 아주 핫해핫해디톡스 금액 상담은      디톡스다이어트다이어터일상소통맞팔좋아요소통해요좋아애플워치워치자랑  남자친구가 자살해서 슬퍼요
1105,맨날 너덜너덜  운동운동소통운동인증요가요가스타그램운동스타그램요린이요가수련요가인증요가하는여자 요가강사요가지도자요가지도자과정운동하는여자헬스하는여자운린이운동기록 운동소통환영 운동계정맞팔맞팔선팔환영선팔하면맞팔인친해요좋아요반사인친환영소통환영소통해요애플워치 진짜 꾸준히 하시네요 대단쓰
1106,폰 보면 두세시간 지나있고시간 왜 이렇게 빨리 가는거야   왜 그론고야 미모에 감탄하고 감미다 진짜 시간 뚝딱이야
1107,운동가다가 잔여백신 신청해 다시 집에 돌아온 사람이 있다 그거 나야나ㅋㅋㅋㅋㅋ어제는 확진자와 동선겹침으로 코 찔리고 오늘은 급 백신 맞고 ㅋㅋㅋㅋㅋㅋㅋ고로나덕분에 이번주 스펙타클 하네유당분간 운동은 쉬어야할것같아서ㅠ 식단이라도 열심히 해야하는데 휴우휴가 갔다온 이후로 식단을 빡세게 잡기가 맘 처럼 쉽지않네요 ㅠㅠ 집에 있으면 자꾸 뭘 줍먹하고 진짜 열심히 해야되는데 다시 정신차리기 힘들게 뺀 살 다시 돌아오면 안되는데 너무 무서워요 정말 몇주의 고생이 단 몇일로 무너진다는 사실을 다시 한번 깨닫고 노력해볼게요ㅜㅜ오늘 다이어트식단 은 서브웨이 터키베이컨아보카도샐러드 에 피클 올리브 제외하고 소스는 레드와인식초요거 점심과 저녁에 나눠먹엇어용당분간은 식단만 올려볼게요코로나 코로나백신 코로나 헬스 운동 운동하는여자 운동스타그램 운동소통 운동기록 운동일지 운동초보 운동일기 운동인증 다이어트 다이어터 다이어트그램 다이어트소통 다이어트일기 다이어트그램 다이어트기록 다이어트계정 다이어트일지 다이어트중 좋아요  식단 애플워치 소통환영 대학생
1108,생일 축하                      생일 일상 애플 애플워치 여의도 몰 애플스토어 더현대서울 선물 사과 아따 인간 사과여 내가 찍어쥼
1109,안냐떼여 보은이에오
1110,캬오미리받은생일선물 생각지도못한선물 갬동갬동 애플워치 애플워치세대 애플워치 애플워치셀룰러 신이난다신이나 감사합니다 잘쓰겠습니다 아예뿌당  역시 애플워치 굿
1111,없을 때 어떻게 살았나 할 정도로 애플워치 잘 샀다고 느끼는 순간  애플워치 애플워치꿀팁 애플워치기능 애플워치간지 애플워치 애플워치 애플워치 커플애플워치 애플 애플마니아 앱등이 앱린이 일상 라이프 데일리
1112,애플워치 첫날어제 미리 생각해둔 코디가 생각보다 덜 어울려급하게 상의를 변경하여이것이 맞는 것인가하는 표정으로 사진을 찍었지만 출근해서부터는애플워치로 신나서무슨 티 입고 나온지 생각도 안났다구요게다가그리고금요일하의   시계   너무 깔끔하게 이쁜 룩이에요 코디 깔끔하고 좋아요 미니멀무드 제대로 느껴지는데요 애플워치도 영롱하네요 와 팬츠 라인과 핏 애플워치는 사랑이네요 아이쁘다유 애플워치 하나면 기분전환 충분한걸요 오늘의 주인공은 애플워치이군요옷의 색감을 최대한 줄이고 크리미톤으로 맞추고 심심하지만 않게 얇은 벨트 하나를 포인트 잘 어울리네요 심플코디가 참 예쁘게 잘 어울리시는 울님 늘 요런 깔끔한룩으로 매칭 너무 잘하시는거 같아요 코디랑 애플워치랑 완전 찰떡으루 잘어울려용 이제 줄질 하시죠 ㅋㅋ 동생왈 애플워치는 걍 패션 아이템이라고 ㅎㅎㅎ 그래도 자꾸 땅기는 이유가 있겠죠
1113,다이어트 일차 링완성오늘은 인터벌자전거분마법이 시작돼서 운동쉴까 하다가 캠핑가서 먹은거 생각하니 조용히 자전거에 오를 수 밖에 ㅎㅎ오늘은 자전거타면서 등운동과 팔운동 같이 했음둘다 신나는 영상이라 재밌게 했고 땀이땀이등살팔살을 날려버리고 싶음하루 시간은 운동에 투자하기시간 중에 한시간이잖아너무 많이 하려 말고 조금이라도 매일 하자근데 이번달은 조금 더 하자되도록 적게 먹고조금이라도 움직여보자마지막이어야하는 다이어트 하루운동 지금이가장젊은날대다이어터 애플워치 링 만보걷기 실내자전거분 실내자전거다이어트 초딩입맛자덕 초딩입맛자덕인터벌 스텝퍼 비포애프터사진 키로감량 신지니홈트 주원홈트 살짝보고  가수선미인줄
1114,월 일 금요일펜하 보려고 으르신 산책 호다닥 시키고 왔는데 시에 하네 중간중간 으르신 물도 드셔야해서 천천히덕분에 오늘은 이만큼만불금 저녁 어르신 산책 운동스타그램 운동 저녁산책 앱워 애플워치
1115,바다보러 가고싶은 날이네 답답
1116,요즘 하는운동 유산소운동의 시조새인 줄넘기 게임하며 타는 실내사이클링 사랑이 산책겸 매일 걷기  유튜브 땅끄부부 칼소폭 핵매운맛 또는 전신스트레칭 으로 운동하고 있어요  줄넘기 처음에 분도 못했는데 점점 분 하고 분 하고 분도 하고 쉬면서 시간도 합니다 체력이 길어지는 느낌이에요 ㅎㅎ 줄넘기로 고등학생때  감량 했는데 정말 좋은 유산소 운동인거 같습니닷  유산소운동줄넘기실내사이클링애플워치운동기록
1117,사진의 순서는 로꾸꺼 드디어 사고 밥먹으러가는 이메다샷 씐남 그래 그냥 계속 고민해라 체념 이걸로 빨리 결제하고 가자 재촉가로수길 애플스토어 생일선물 애플워치 분위기가 좋으시네요 물어 볼게 있는데 잠시 디엠 가능하신가요
1118,잠시만요 귀에서 무슨 액체가 떨어져요 이게바로 꿀 인가요 오늘 가래떡 먹어야겠네요 턴탱님 하울의 움직이는 성 쳐주세요 이누야사 쳐줘 멋있구만
